mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_leaf_nodes,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.48342065811157225,0.03952933794569007,0.018480634689331053,0.0034167655175767254,gini,3,-1,2,2,20,"{'criterion': 'gini', 'max_depth': 3, 'max_leaf_nodes': -1, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 20}",-0.288,-0.316,-0.294,-0.30466666666666664,-0.29533333333333334,-0.2996,0.00978524967035135,24,-0.297,-0.29583333333333334,-0.296,-0.297,-0.2845,-0.29406666666666664,0.004808095025868128
1.3102232456207275,0.19937019600465541,0.04721813201904297,0.015831999793740406,gini,3,-1,2,2,50,"{'criterion': 'gini', 'max_depth': 3, 'max_leaf_nodes': -1, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",-0.29733333333333334,-0.314,-0.312,-0.30666666666666664,-0.304,-0.3068,0.005938948653685356,36,-0.2996666666666667,-0.2848333333333333,-0.29883333333333334,-0.2941666666666667,-0.28683333333333333,-0.29286666666666666,0.0060739882559429975
2.661992597579956,0.2559720994871306,0.08888869285583496,0.026539533812358167,gini,3,-1,2,2,100,"{'criterion': 'gini', 'max_depth': 3, 'max_leaf_nodes': -1, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",-0.2833333333333333,-0.31266666666666665,-0.308,-0.2966666666666667,-0.302,-0.3005333333333333,0.010157865042528481,27,-0.2855,-0.286,-0.2995,-0.29083333333333333,-0.2901666666666667,-0.2904,0.005028363992835491
0.5252041339874267,0.0509074331887543,0.014137935638427735,0.0032418152908000714,gini,3,-1,2,3,20,"{'criterion': 'gini', 'max_depth': 3, 'max_leaf_nodes': -1, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 20}",-0.28933333333333333,-0.314,-0.31,-0.312,-0.306,-0.3062666666666667,0.008870425268522613,35,-0.2951666666666667,-0.282,-0.2966666666666667,-0.2945,-0.29683333333333334,-0.2930333333333333,0.005587088289579441
1.2337899208068848,0.11000381469046698,0.030530834197998048,0.006994869508730139,gini,3,-1,2,3,50,"{'criterion': 'gini', 'max_depth': 3, 'max_leaf_nodes': -1, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 50}",-0.2926666666666667,-0.312,-0.30266666666666664,-0.306,-0.30866666666666664,-0.3044,0.006621178142898731,31,-0.297,-0.2881666666666667,-0.294,-0.2925,-0.2875,-0.2918333333333333,0.0035792612521456267
2.6391718864440916,0.34872052872771603,0.07750258445739747,0.03034513484364387,gini,3,-1,2,3,100,"{'criterion': 'gini', 'max_depth': 3, 'max_leaf_nodes': -1, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 100}",-0.286,-0.31733333333333336,-0.292,-0.30333333333333334,-0.312,-0.3021333333333333,0.011771151175649747,29,-0.29483333333333334,-0.2871666666666667,-0.2831666666666667,-0.29333333333333333,-0.29333333333333333,-0.2903666666666667,0.00446392950959876
0.588267707824707,0.07727895760665046,0.023644685745239258,0.009115924580163338,gini,3,-1,3,2,20,"{'criterion': 'gini', 'max_depth': 3, 'max_leaf_nodes': -1, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 20}",-0.29,-0.31466666666666665,-0.29933333333333334,-0.30933333333333335,-0.31533333333333335,-0.3057333333333333,0.009730593221610108,34,-0.2936666666666667,-0.2856666666666667,-0.2955,-0.294,-0.29933333333333334,-0.29363333333333336,0.004462684792314545
1.3265698432922364,0.1112894629797686,0.03421096801757813,0.00959739878733987,gini,3,-1,3,2,50,"{'criterion': 'gini', 'max_depth': 3, 'max_leaf_nodes': -1, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 50}",-0.28,-0.32266666666666666,-0.30733333333333335,-0.30666666666666664,-0.30933333333333335,-0.3052,0.013884603783407789,33,-0.29383333333333334,-0.2886666666666667,-0.29183333333333333,-0.294,-0.29583333333333334,-0.2928333333333334,0.002438123139721293
2.3149818897247316,0.16575660857890406,0.05460233688354492,0.012512899040575046,gini,3,-1,3,2,100,"{'criterion': 'gini', 'max_depth': 3, 'max_leaf_nodes': -1, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}",-0.2773333333333333,-0.31533333333333335,-0.308,-0.30133333333333334,-0.29933333333333334,-0.3002666666666666,0.012765230554561533,25,-0.28833333333333333,-0.2838333333333333,-0.29283333333333333,-0.29233333333333333,-0.2911666666666667,-0.2897,0.0033223151231901236
0.680894422531128,0.08560636604242992,0.02620987892150879,0.004919099903188965,gini,3,-1,3,3,20,"{'criterion': 'gini', 'max_depth': 3, 'max_leaf_nodes': -1, 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 20}",-0.2853333333333333,-0.3233333333333333,-0.29,-0.30666666666666664,-0.306,-0.3022666666666667,0.013522655886408634,30,-0.30133333333333334,-0.29,-0.292,-0.29183333333333333,-0.2935,-0.2937333333333333,0.003958956091362141
1.5220665454864502,0.1838464854819731,0.04662556648254394,0.00875887517807984,gini,3,-1,3,3,50,"{'criterion': 'gini', 'max_depth': 3, 'max_leaf_nodes': -1, 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 50}",-0.2906666666666667,-0.318,-0.30733333333333335,-0.30266666666666664,-0.30533333333333335,-0.3048,0.008777749648337486,32,-0.29483333333333334,-0.2911666666666667,-0.28883333333333333,-0.2971666666666667,-0.2905,-0.29250000000000004,0.0030477678535099986
2.6345065593719483,0.21275781961875068,0.07205677032470703,0.011220811730036374,gini,3,-1,3,3,100,"{'criterion': 'gini', 'max_depth': 3, 'max_leaf_nodes': -1, 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 100}",-0.28733333333333333,-0.306,-0.30333333333333334,-0.30333333333333334,-0.30133333333333334,-0.3002666666666666,0.0066345894957998575,25,-0.2926666666666667,-0.28583333333333333,-0.2925,-0.29883333333333334,-0.289,-0.2917666666666666,0.004339226761634951
0.7960705757141113,0.15731622425575426,0.029473209381103517,0.00932176431852007,gini,4,-1,2,2,20,"{'criterion': 'gini', 'max_depth': 4, 'max_leaf_nodes': -1, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 20}",-0.2833333333333333,-0.30733333333333335,-0.308,-0.282,-0.2926666666666667,-0.2946666666666667,0.011234866364235154,14,-0.2768333333333333,-0.27566666666666667,-0.2753333333333333,-0.26866666666666666,-0.269,-0.2731,0.0035207322470695644
1.8051444053649903,0.20104601369414848,0.03669328689575195,0.0104406634518993,gini,4,-1,2,2,50,"{'criterion': 'gini', 'max_depth': 4, 'max_leaf_nodes': -1, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",-0.284,-0.306,-0.292,-0.30733333333333335,-0.29733333333333334,-0.29733333333333334,0.008733078876700181,22,-0.2771666666666667,-0.27066666666666667,-0.2748333333333333,-0.27216666666666667,-0.2783333333333333,-0.27463333333333334,0.002897125011685433
3.3553072929382326,0.20164399258087023,0.06898365020751954,0.007556866926260448,gini,4,-1,2,2,100,"{'criterion': 'gini', 'max_depth': 4, 'max_leaf_nodes': -1, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",-0.2853333333333333,-0.31,-0.29333333333333333,-0.2926666666666667,-0.29933333333333334,-0.2961333333333333,0.008234345416877072,17,-0.2765,-0.2743333333333333,-0.27366666666666667,-0.269,-0.2713333333333333,-0.2729666666666667,0.0025785439474418307
0.6819863796234131,0.04244473087755157,0.018801021575927734,0.0025306611902625757,gini,4,-1,2,3,20,"{'criterion': 'gini', 'max_depth': 4, 'max_leaf_nodes': -1, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 20}",-0.2826666666666667,-0.31333333333333335,-0.30533333333333335,-0.298,-0.30666666666666664,-0.3012,0.010468152760741612,28,-0.26816666666666666,-0.273,-0.2718333333333333,-0.2638333333333333,-0.2685,-0.2690666666666667,0.003213858878185063
1.676703929901123,0.2353199353043679,0.038889169692993164,0.008990707428891168,gini,4,-1,2,3,50,"{'criterion': 'gini', 'max_depth': 4, 'max_leaf_nodes': -1, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 50}",-0.284,-0.30933333333333335,-0.2966666666666667,-0.2926666666666667,-0.29733333333333334,-0.296,0.00818671009760468,16,-0.276,-0.27316666666666667,-0.2748333333333333,-0.2788333333333333,-0.2745,-0.27546666666666664,0.0019102065042525824
2.9452062129974363,0.29528032100856993,0.05333170890808105,0.010726276841211963,gini,4,-1,2,3,100,"{'criterion': 'gini', 'max_depth': 4, 'max_leaf_nodes': -1, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 100}",-0.2926666666666667,-0.308,-0.2906666666666667,-0.2946666666666667,-0.29333333333333333,-0.29586666666666667,0.00620250845312693,15,-0.27316666666666667,-0.273,-0.2725,-0.2713333333333333,-0.2723333333333333,-0.27246666666666663,0.0006446359868604683
0.5688497066497803,0.04676565969319856,0.016386747360229492,0.0045431379476703225,gini,4,-1,3,2,20,"{'criterion': 'gini', 'max_depth': 4, 'max_leaf_nodes': -1, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 20}",-0.29333333333333333,-0.31733333333333336,-0.2926666666666667,-0.29533333333333334,-0.28933333333333333,-0.2976,0.010054076011471397,23,-0.2826666666666667,-0.2785,-0.2768333333333333,-0.2698333333333333,-0.2685,-0.27526666666666666,0.005347481234708132
1.5321581363677979,0.12404802817663868,0.03279266357421875,0.01030378129721167,gini,4,-1,3,2,50,"{'criterion': 'gini', 'max_depth': 4, 'max_leaf_nodes': -1, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 50}",-0.286,-0.30266666666666664,-0.2946666666666667,-0.29933333333333334,-0.288,-0.2941333333333333,0.006386096007908296,13,-0.2688333333333333,-0.26816666666666666,-0.2755,-0.2745,-0.2738333333333333,-0.27216666666666667,0.0030477678535100012
3.1285261631011965,0.28076707496938014,0.0677403450012207,0.005358164201328957,gini,4,-1,3,2,100,"{'criterion': 'gini', 'max_depth': 4, 'max_leaf_nodes': -1, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}",-0.288,-0.30733333333333335,-0.294,-0.2946666666666667,-0.2986666666666667,-0.2965333333333333,0.006386096007908304,19,-0.27616666666666667,-0.26566666666666666,-0.2743333333333333,-0.27066666666666667,-0.2713333333333333,-0.2716333333333333,0.003590728802532062
0.703117847442627,0.038261517833178306,0.02522249221801758,0.004673072387236029,gini,4,-1,3,3,20,"{'criterion': 'gini', 'max_depth': 4, 'max_leaf_nodes': -1, 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 20}",-0.278,-0.31066666666666665,-0.30533333333333335,-0.2946666666666667,-0.29733333333333334,-0.2972,0.011158653841550747,21,-0.2663333333333333,-0.2693333333333333,-0.2685,-0.2723333333333333,-0.27466666666666667,-0.2702333333333333,0.0029356051808405365
1.5919987678527832,0.060199711443680144,0.03382558822631836,0.007191580568184116,gini,4,-1,3,3,50,"{'criterion': 'gini', 'max_depth': 4, 'max_leaf_nodes': -1, 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 50}",-0.2866666666666667,-0.30666666666666664,-0.2986666666666667,-0.29933333333333334,-0.29133333333333333,-0.29653333333333326,0.006920500945259181,18,-0.2705,-0.27166666666666667,-0.2735,-0.273,-0.272,-0.27213333333333334,0.0010509255180289657
3.4712379455566404,0.5248780044441413,0.08068428039550782,0.03211843139202771,gini,4,-1,3,3,100,"{'criterion': 'gini', 'max_depth': 4, 'max_leaf_nodes': -1, 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 100}",-0.2786666666666667,-0.30733333333333335,-0.29,-0.29,-0.3,-0.2932,0.009774342830992672,12,-0.272,-0.2673333333333333,-0.2698333333333333,-0.266,-0.2723333333333333,-0.26949999999999996,0.0025033311140691445
0.8731083869934082,0.1216608147375665,0.023891687393188477,0.008473302666785955,gini,5,-1,2,2,20,"{'criterion': 'gini', 'max_depth': 5, 'max_leaf_nodes': -1, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 20}",-0.278,-0.2866666666666667,-0.2906666666666667,-0.30333333333333334,-0.288,-0.28933333333333333,0.008186710097604664,6,-0.245,-0.2425,-0.245,-0.24983333333333332,-0.25683333333333336,-0.24783333333333335,0.005089204259999799
2.3083951473236084,0.2898451229155629,0.0470120906829834,0.01376469494050172,gini,5,-1,2,2,50,"{'criterion': 'gini', 'max_depth': 5, 'max_leaf_nodes': -1, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",-0.278,-0.29533333333333334,-0.2833333333333333,-0.2986666666666667,-0.286,-0.28826666666666667,0.007654773383683909,5,-0.24383333333333335,-0.24316666666666667,-0.24533333333333332,-0.2455,-0.24416666666666667,-0.2444,0.0008919392106839703
3.983395004272461,0.2679107330778517,0.07499747276306153,0.01498004439873993,gini,5,-1,2,2,100,"{'criterion': 'gini', 'max_depth': 5, 'max_leaf_nodes': -1, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",-0.2806666666666667,-0.3,-0.2846666666666667,-0.2866666666666667,-0.2866666666666667,-0.2877333333333333,0.006512893195637225,4,-0.245,-0.24433333333333335,-0.24083333333333334,-0.24,-0.241,-0.24223333333333336,0.0020264912204760914
0.8010533332824707,0.06390584650237678,0.023261070251464844,0.004463924410638616,gini,5,-1,2,3,20,"{'criterion': 'gini', 'max_depth': 5, 'max_leaf_nodes': -1, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 20}",-0.26866666666666666,-0.2966666666666667,-0.2926666666666667,-0.296,-0.2813333333333333,-0.2870666666666667,0.010721525596253138,1,-0.24183333333333334,-0.244,-0.24983333333333332,-0.2475,-0.25066666666666665,-0.24676666666666666,0.0033806639716021515
1.9565111637115478,0.18649950007667798,0.04676551818847656,0.013342922591703716,gini,5,-1,2,3,50,"{'criterion': 'gini', 'max_depth': 5, 'max_leaf_nodes': -1, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 50}",-0.272,-0.2946666666666667,-0.298,-0.2946666666666667,-0.28733333333333333,-0.28933333333333333,0.009342852288722583,6,-0.2495,-0.239,-0.24533333333333332,-0.23866666666666667,-0.2435,-0.2432,0.004062566238776231
3.772147846221924,0.3129544405294328,0.08000497817993164,0.021883529609910357,gini,5,-1,2,3,100,"{'criterion': 'gini', 'max_depth': 5, 'max_leaf_nodes': -1, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 100}",-0.27266666666666667,-0.30333333333333334,-0.29,-0.28733333333333333,-0.2846666666666667,-0.28759999999999997,0.00984863216673034,3,-0.24016666666666667,-0.24433333333333335,-0.24283333333333335,-0.24116666666666667,-0.24233333333333335,-0.2421666666666667,0.0014259499757471677
0.6730462551116944,0.052719144618365535,0.016207361221313478,0.004381410822986897,gini,5,-1,3,2,20,"{'criterion': 'gini', 'max_depth': 5, 'max_leaf_nodes': -1, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 20}",-0.2693333333333333,-0.30466666666666664,-0.2906666666666667,-0.29733333333333334,-0.286,-0.28959999999999997,0.011930167177742687,8,-0.25016666666666665,-0.24283333333333335,-0.24666666666666667,-0.2425,-0.24883333333333332,-0.24619999999999997,0.003095516470998366
1.9912327766418456,0.25120485997063075,0.03485660552978516,0.009237899543760896,gini,5,-1,3,2,50,"{'criterion': 'gini', 'max_depth': 5, 'max_leaf_nodes': -1, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 50}",-0.27666666666666667,-0.31266666666666665,-0.298,-0.2773333333333333,-0.2866666666666667,-0.2902666666666667,0.013614371491593393,9,-0.24566666666666667,-0.24216666666666667,-0.24166666666666667,-0.2395,-0.242,-0.24220000000000003,0.0019815818596935846
3.566353750228882,0.19679256685948412,0.058655405044555665,0.016072628778640432,gini,5,-1,3,2,100,"{'criterion': 'gini', 'max_depth': 5, 'max_leaf_nodes': -1, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}",-0.278,-0.2986666666666667,-0.29733333333333334,-0.286,-0.298,-0.29159999999999997,0.00824728911690246,11,-0.23816666666666667,-0.24266666666666667,-0.24583333333333332,-0.23816666666666667,-0.23583333333333334,-0.24013333333333337,0.0036092473823037723
0.6824516773223877,0.026450165712146468,0.018435001373291016,0.0027915647458891424,gini,5,-1,3,3,20,"{'criterion': 'gini', 'max_depth': 5, 'max_leaf_nodes': -1, 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 20}",-0.2853333333333333,-0.30466666666666664,-0.3006666666666667,-0.28733333333333333,-0.306,-0.2968,0.008747317048990252,20,-0.25283333333333335,-0.24966666666666668,-0.24616666666666667,-0.24033333333333334,-0.25216666666666665,-0.24823333333333336,0.004590570044486122
1.9155571937561036,0.23827805614043404,0.03386974334716797,0.005868801158750229,gini,5,-1,3,3,50,"{'criterion': 'gini', 'max_depth': 5, 'max_leaf_nodes': -1, 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 50}",-0.2806666666666667,-0.294,-0.29,-0.2826666666666667,-0.288,-0.2870666666666667,0.004855237721608821,1,-0.24433333333333335,-0.24183333333333334,-0.24366666666666667,-0.2465,-0.24216666666666667,-0.24369999999999997,0.0016779617264870929
4.0259373664855955,0.809919301794319,0.0823634147644043,0.05254322319018866,gini,5,-1,3,3,100,"{'criterion': 'gini', 'max_depth': 5, 'max_leaf_nodes': -1, 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 100}",-0.2806666666666667,-0.2986666666666667,-0.28733333333333333,-0.2886666666666667,-0.29733333333333334,-0.2905333333333333,0.00668530727291823,10,-0.245,-0.24466666666666667,-0.24583333333333332,-0.238,-0.24666666666666667,-0.24403333333333332,0.0030955164709983766
